temperature,humidity,co2
30.51,78.83,439
30.51,78.83,457
30.51,78.86,461
30.5,78.88,455
30.5,78.85,459
30.5,78.86,442
30.5,78.87,445
30.49,78.89,446
30.49,78.91,442
30.49,78.92,453
30.49,78.94,465
30.49,78.95,462
30.49,78.97,452
30.49,78.98,456
30.48,79.01,452
30.48,79.06,456
30.48,79.1,464
30.48,79.12,449
30.48,79.15,457
30.48,79.2,454
30.47,79.24,461
30.47,79.29,452
30.46,79.39,455
30.45,79.46,463
30.46,79.5,471
30.45,79.57,463
30.45,79.64,460
30.45,79.69,473
30.45,79.75,472
30.45,79.78,454
30.44,79.85,455
30.44,79.89,460
30.44,79.96,462
30.43,79.97,461
30.43,79.97,472
30.43,80.01,460
30.43,80.05,475
30.43,80.04,468
30.42,80.05,458
30.42,80.06,454
30.42,80.08,462
30.42,80.11,456
30.42,80.14,457
30.41,80.19,465
30.41,80.23,447
30.41,80.27,465
30.41,80.31,456
30.41,80.31,457
30.41,80.33,447
30.41,80.32,464
30.41,80.3,485
30.4,80.33,455
30.41,80.3,458
30.41,80.34,469
30.41,80.37,451
30.41,80.42,475
30.41,80.46,469
30.4,80.53,474
30.39,80.6,465
30.39,80.64,478
30.39,80.65,474
30.39,80.68,469
30.39,80.71,467
30.39,80.72,465
30.39,80.76,468
30.39,80.75,472
30.39,80.77,474
30.4,80.8,464
30.4,80.78,462
30.41,80.76,468
30.41,80.77,467
30.43,80.75,469
30.44,80.72,470
30.46,80.64,484
30.47,80.59,474
30.48,80.56,486
30.49,80.56,475
30.5,80.57,470
30.51,80.58,470
30.52,80.56,468
30.54,80.57,460
30.57,80.54,475
30.6,80.56,466
30.64,80.54,478
30.66,80.42,468
30.69,80.29,465
30.71,80.24,479
30.74,80.22,473
30.77,80.17,473
30.8,80.11,480
30.83,80.16,472
30.85,80.1,472
30.89,79.98,466
30.9,79.99,485
30.92,79.99,473
30.95,79.85,470
30.98,79.69,468
31.01,79.69,483
31.03,79.6,480
31.06,79.58,460
31.09,79.41,468
31.12,79.26,466
31.13,79.18,464
31.14,79.09,463
31.16,79.0,469
31.17,78.9,484
31.2,78.83,460
31.2,78.76,469
31.22,78.7,467
31.25,78.55,469
31.27,78.43,451
31.28,78.4,444
31.3,78.36,464
31.32,78.3,454
31.34,78.22,455
31.35,78.16,466
31.37,78.06,446
31.4,77.97,445
31.42,77.86,461
31.45,77.76,452
31.47,77.64,456
31.49,77.62,445
31.52,77.53,448
31.53,77.39,434
31.56,77.3,451
31.57,77.14,449
31.58,77.1,451
31.58,77.12,445
31.6,77.13,437
31.61,77.07,449
31.61,77.12,450
31.62,77.02,450
31.63,76.96,447
31.65,76.94,440
31.66,76.92,434
31.68,76.93,445
31.7,76.8,450
31.7,76.67,447
31.71,76.73,446
31.73,76.77,447
31.74,76.68,439
31.74,76.64,446
31.76,76.63,430
31.78,76.52,449
31.81,76.46,438
31.83,76.35,448
31.85,76.23,431
31.88,76.16,436
31.89,76.15,434
31.92,76.06,438
31.95,75.93,437
31.97,75.8,432
31.98,75.72,436
32.0,75.72,445
32.02,75.55,447
32.04,75.41,444
32.04,75.27,437
32.08,75.26,433
32.1,75.05,444
32.09,74.78,438
32.1,74.83,446
32.12,74.58,426
32.11,74.22,445
32.12,74.21,438
32.13,73.73,425
32.15,73.58,439
32.15,73.73,426
32.16,73.51,435
32.16,73.7,444
32.18,73.73,438
32.21,73.76,443
32.22,73.47,432
32.25,73.13,441
32.26,73.36,426
32.25,73.66,446
32.25,73.65,442
32.23,73.29,442
32.22,73.28,432
32.2,73.74,420
32.17,73.98,430
32.13,74.08,434
32.11,74.11,425
32.08,74.23,442
32.11,74.32,435
32.12,74.36,430
32.15,74.33,442
32.18,74.37,432
32.22,74.33,424
32.25,74.3,412
32.29,74.27,425
32.33,74.2,419
32.36,74.14,423
32.39,74.11,430
32.42,74.04,415
32.46,73.95,424
32.48,73.92,423
32.5,73.82,420
32.53,73.82,417
32.55,73.77,420
32.56,73.71,427
32.54,73.82,422
32.49,74.0,419
32.42,74.27,428
32.33,74.62,443
32.22,75.08,418
32.15,75.34,434
32.11,75.48,427
32.06,75.63,427
32.03,75.74,432
31.99,75.86,436
31.96,75.94,446
31.93,76.06,433
31.91,76.13,434
31.9,76.17,431
31.88,76.23,438
31.87,76.29,436
31.85,76.32,421
31.83,76.38,422
31.79,76.48,443
31.78,76.53,429
31.76,76.61,426
31.73,76.68,448
31.71,76.79,432
31.7,76.86,433
31.69,76.91,434
31.67,77.0,429
31.65,77.06,425
31.62,77.16,429
31.59,77.24,433
31.58,77.3,425
31.57,77.34,443
31.57,77.32,434
31.58,77.3,423
31.57,77.32,423
31.55,77.4,441
31.56,77.37,434
31.57,77.31,432
31.57,77.33,432
31.55,77.38,432
31.52,77.48,424
31.5,77.56,440
31.48,77.62,427
31.48,77.64,441
31.49,77.59,453
31.5,77.61,459
31.41,78.22,464
31.39,78.34,445
31.41,78.38,453
31.42,78.37,446
31.42,78.4,435
31.45,78.27,456
31.45,77.35,438
31.42,76.81,436
31.4,76.31,446
31.36,76.07,445
31.31,76.03,441
31.26,76.08,434
31.25,75.5,435
31.29,75.05,451
31.29,75.31,431
31.24,75.65,439
31.18,75.89,434
31.15,75.98,438
31.09,76.16,440
31.05,76.28,445
31.03,76.35,443
31.0,76.38,430
30.99,76.53,445
30.98,76.59,450
30.98,76.56,433
30.98,76.43,438
30.98,76.49,441
30.96,76.38,443
30.95,76.34,442
30.94,76.46,439
30.93,76.47,435
30.93,76.45,432
30.94,76.38,449
30.95,76.42,448
30.95,76.43,432
30.95,76.42,429
30.95,76.48,450
30.94,76.5,445
30.93,76.49,433
30.92,76.54,432
30.92,76.6,445
30.92,76.56,447
30.92,76.6,435
30.91,76.6,417
30.9,76.59,436
30.91,76.61,446
30.91,76.58,453
30.91,76.55,455
30.91,76.59,448
30.91,76.5,450
30.91,76.47,424
30.92,76.29,448
30.93,76.26,442
30.91,76.24,448
30.89,76.27,440
30.89,76.22,439
30.89,76.25,448
30.89,76.32,445
30.89,76.3,447
30.89,76.31,444
30.88,76.4,432
30.86,76.41,440
30.86,76.4,442
30.86,76.31,441
30.85,76.21,435
30.85,76.09,435
30.84,76.03,436
30.83,75.81,433
30.83,76.02,438
30.81,76.01,437
30.82,75.75,441
30.82,75.83,435
30.82,75.86,433
30.81,75.97,447
30.8,75.85,433
30.8,75.79,440
30.79,75.81,442
30.79,75.81,433
30.79,75.88,424
30.78,75.81,435
30.78,75.8,437
30.77,75.77,437
30.76,75.78,433
30.76,75.77,434
30.76,75.73,431
30.76,75.86,437
30.75,75.73,436
30.75,75.73,426
30.74,75.74,437
30.74,75.75,425
30.74,75.85,440
30.73,75.91,443
30.73,76.03,448
30.74,75.99,435
30.73,76.03,443
30.73,75.97,427
30.72,75.96,432
30.72,75.98,442
30.71,75.99,428
30.71,76.03,440
30.7,76.1,448
30.7,76.21,456
30.71,76.18,443
30.71,76.14,443
30.7,76.24,455
30.7,76.23,435
30.69,76.25,449
30.69,76.25,454
30.69,76.3,433
30.7,76.32,433
30.7,76.34,452
30.7,76.35,428
30.71,76.35,447
30.72,76.33,436
30.73,76.32,442
30.74,76.3,447
30.76,76.29,452
30.77,76.3,437
30.79,76.26,439
30.81,76.23,439
30.83,76.2,443
30.86,76.14,448
30.89,76.08,436
30.92,76.04,451
30.94,76.02,454
30.96,76.0,455
30.98,75.98,445
31.0,75.96,436
31.02,75.94,445
31.05,75.91,448
31.06,75.89,441
31.08,75.87,440
31.11,75.87,443
31.12,75.84,438
31.14,75.85,449
31.15,75.84,447
31.18,75.83,427
31.19,75.8,440
31.21,75.77,437
31.23,75.74,444
31.25,75.73,452
31.27,75.72,451
31.28,75.7,455
31.29,75.68,440
31.32,75.63,444
31.34,75.58,442
31.37,75.54,450
31.38,75.5,439
31.4,75.45,441
31.42,75.39,434
31.45,75.34,445
31.48,75.29,446
31.51,75.2,441
31.53,75.15,439
31.57,75.05,438
31.59,74.98,439
31.61,74.96,429
31.63,74.88,436
31.65,74.79,448
31.65,74.77,446
31.67,74.75,431
31.68,74.74,436
31.69,74.75,447
31.7,74.69,436
31.72,74.65,445
31.73,74.57,444
31.74,74.53,433
31.75,74.42,428
31.77,74.45,436
31.78,74.38,446
31.78,74.29,453
31.78,74.36,433
31.79,74.31,425
31.8,74.32,429
31.83,74.27,433
31.87,74.15,436
31.89,74.03,426
31.92,73.92,424
31.95,73.83,422
31.97,73.75,420
31.98,73.73,439
31.98,73.76,423
31.99,73.73,423
32.01,73.75,414
32.01,73.76,432
32.01,73.71,415
32.03,73.74,426
32.05,73.68,423
32.08,73.53,440
32.09,73.35,428
32.1,73.26,430
32.11,73.23,433
32.12,73.26,425
32.12,72.94,418
32.14,72.96,424
32.17,72.9,431
32.19,72.78,432
32.2,72.68,431
32.21,72.7,430
32.21,72.66,437
32.21,72.71,421
32.21,72.68,424
32.21,72.65,421
32.2,72.46,426
32.2,72.53,432
32.19,72.35,422
32.22,72.49,432
32.25,72.45,441
32.27,72.2,421
32.26,72.05,415
32.26,72.01,424
32.27,71.93,424
32.28,71.84,420
32.29,71.9,421
32.31,71.97,436
32.32,71.99,431
32.3,71.99,422
32.28,71.97,426
32.26,72.13,420
32.24,72.29,414
32.22,72.28,424
32.22,72.27,419
32.23,72.28,421
32.26,72.27,428
32.27,72.08,430
32.29,72.14,423
32.31,72.06,418
32.32,72.05,420
32.36,72.0,420
32.4,72.0,422
32.42,71.95,420
32.44,71.86,416
32.45,72.01,425
32.45,71.94,415
32.48,71.95,432
32.5,72.0,424
32.51,71.9,413
32.53,71.9,418
32.55,71.87,436
32.56,71.99,423
32.57,71.95,434
32.58,71.95,427
32.62,71.83,431
32.66,71.71,424
32.71,71.51,418
32.75,71.51,420
32.77,71.35,415
32.79,71.25,420
32.8,71.31,421
32.81,71.25,416
32.79,71.16,426
32.77,71.21,426
32.73,71.33,428
32.67,71.45,429
32.6,71.74,431
32.52,71.93,412
32.44,72.1,424
32.37,72.2,422
32.31,72.44,421
32.25,72.59,415
32.2,72.81,425
32.15,73.07,426
32.1,73.22,431
32.06,73.43,425
32.02,73.58,421
31.98,73.71,435
31.96,73.8,425
31.93,73.91,426
31.91,74.0,429
31.88,74.05,426
31.86,74.08,433
31.84,74.11,427
31.82,74.13,431
31.81,74.12,432
31.8,74.16,429
31.79,74.17,433
31.77,74.18,447
31.76,74.17,427
31.74,74.23,438
31.75,74.24,431
31.74,74.37,422
31.73,74.43,423
31.72,74.51,447
31.72,74.58,428
31.71,74.64,430
31.71,74.67,437
31.71,74.71,444
31.7,74.75,434
31.71,74.78,434
31.7,74.81,430
31.7,74.84,429
31.7,74.88,436
31.69,74.93,447
31.67,74.97,424
31.67,75.02,436
31.66,75.09,430
31.66,75.14,424
31.65,75.21,437
31.65,75.27,442
31.64,75.33,445
31.64,75.41,441
31.64,75.46,442
31.64,75.5,432
31.63,75.54,444
31.64,75.57,449
31.63,75.63,449
31.62,75.68,446
31.61,75.72,441
31.6,75.8,450
31.6,75.85,440
31.6,75.89,443
31.6,75.93,451
31.59,76.01,451
31.59,76.08,453
31.59,76.17,453
31.58,76.29,449
31.57,76.33,439
31.56,76.35,449
31.55,76.34,458
31.55,76.33,453
31.54,76.31,456
31.53,76.27,449
31.52,76.23,444
31.51,76.18,448
31.5,76.15,471
31.5,76.11,459
31.49,76.07,446
31.49,76.03,458
31.49,76.01,453
31.48,75.99,461
31.47,75.97,464
31.46,75.95,450
31.45,75.91,457
31.43,75.8,445
31.43,75.69,449
31.41,75.59,451
31.41,75.48,451
31.4,75.38,448
31.39,75.29,452
31.39,75.21,462
31.39,75.14,455
31.37,75.07,459
31.37,74.97,447
31.36,74.88,456
31.35,74.78,439
31.34,74.61,450
31.34,74.61,446
31.33,74.48,458
31.33,74.39,454
31.32,74.33,453
31.31,74.23,443
31.31,74.25,459
31.3,74.17,460
31.3,74.13,458
31.3,74.02,443
31.3,74.02,452
31.29,74.01,456
31.29,73.84,462
31.28,73.95,444
31.28,73.88,439
31.28,73.83,432
31.27,73.89,457
31.27,73.79,443
31.26,73.99,449
31.25,73.89,440
31.25,73.86,434
31.25,74.05,451
31.24,74.01,446
31.24,74.02,452
31.23,74.06,456
31.23,74.01,455
31.22,74.04,451
31.22,74.07,444
31.21,74.08,450
31.21,74.1,454
31.21,74.14,441
31.21,74.16,448
31.21,74.18,446
31.2,74.21,446
31.19,74.24,443
31.2,74.28,448
31.19,74.32,444
31.19,74.32,436
31.19,74.38,444
31.18,74.44,458
31.18,74.43,436
31.18,74.5,442
31.18,74.52,448
31.17,74.54,454
31.17,74.57,457
31.17,74.59,451
31.17,74.66,452
31.16,74.68,450
31.16,74.71,446
31.17,74.75,440
31.16,74.79,457
31.17,74.81,453
31.18,74.81,453
31.19,74.79,457
31.21,74.78,451
31.22,74.77,446
31.23,74.79,459
31.25,74.8,457
31.26,74.8,454
31.28,74.78,461
31.29,74.78,463
31.32,74.72,443
31.35,74.67,450
31.36,74.66,450
31.38,74.65,456
31.4,74.63,448
31.43,74.6,448
31.45,74.57,467
31.47,74.53,445
31.5,74.46,450
31.53,74.39,445
31.56,74.34,462
31.58,74.31,448
31.59,74.28,451
31.59,74.29,450
31.6,74.29,439
31.6,74.29,448
31.6,74.26,455
31.62,74.21,440
31.62,74.2,454
31.63,74.18,443
31.65,74.14,444
31.66,74.11,447
31.68,74.08,445
31.71,74.02,443
31.71,73.96,453
31.74,73.91,448
31.78,73.8,440
31.8,73.74,439
31.83,73.64,435
31.86,73.58,443
31.87,73.54,437
31.87,73.51,452
31.89,73.43,450
31.91,73.29,441
31.92,73.18,437
31.93,73.18,436
31.93,73.11,428
31.93,73.11,445
31.95,73.14,441
31.97,73.06,440
31.99,73.04,432
32.01,72.97,426
32.02,72.88,437
32.03,72.82,429
32.04,72.81,435
32.06,72.69,441
32.08,72.58,434
32.1,72.53,441
32.11,72.49,445
32.13,72.32,442
32.16,72.26,430
32.17,72.15,430
32.2,72.03,432
32.24,71.94,444
32.28,71.91,433
32.31,71.8,442
32.34,71.71,445
32.37,71.55,441
32.42,71.49,428
32.45,71.4,433
32.47,71.33,430
32.48,71.3,430
32.47,71.36,432
32.46,71.4,430
32.46,71.43,421
32.47,71.4,421
32.45,71.42,434
32.45,71.39,433
32.47,71.36,437
32.48,71.33,432
32.49,71.33,452
32.5,71.26,422
32.51,71.11,429
32.52,70.98,430
32.54,70.89,432
32.56,70.87,426
32.58,70.84,438
32.58,70.77,426
32.59,70.81,420
32.59,70.9,436
32.57,70.92,421
32.58,70.79,424
32.59,70.83,425
32.61,70.82,431
32.62,70.76,432
32.63,70.75,430
32.65,70.67,431
32.68,70.52,424
32.7,70.45,432
32.71,70.34,417
32.73,70.21,414
32.72,70.39,421
32.71,70.17,418
32.7,70.2,416
32.69,70.35,426
32.67,70.45,417
32.63,70.63,425
32.6,70.69,416
32.58,70.72,428
32.57,70.71,424
32.55,70.73,433
32.55,70.67,432
32.56,70.58,430
32.58,70.43,427
32.6,70.5,436
32.61,70.53,423
32.59,70.56,424
32.57,70.63,426
32.53,70.7,426
32.5,70.78,422
32.47,70.84,424
32.44,70.89,417
32.41,70.92,416
32.4,70.98,425
32.39,71.1,426
32.38,71.21,413
32.39,71.15,424
32.42,71.16,433
32.45,71.04,425
32.48,71.0,427
32.49,71.06,439
32.5,71.01,427
32.5,71.01,423
32.49,71.1,435
32.46,71.16,429
32.45,71.18,428
32.45,71.18,423
32.45,71.18,417
32.44,71.27,427
32.41,71.35,428
32.4,71.43,426
32.39,71.44,430
32.4,71.4,429
32.42,71.29,419
32.44,71.14,422
32.45,71.17,434
32.43,71.23,424
32.41,71.32,420
32.38,71.41,431
32.34,71.49,432
32.31,71.59,428
32.28,71.69,431
32.24,71.76,432
32.21,71.8,435
32.18,71.87,415
32.16,71.93,431
32.15,71.98,425
32.13,72.06,437
32.11,72.13,430
32.09,72.17,432
32.08,72.2,420
32.07,72.26,429
32.05,72.3,424
32.05,72.36,428
32.03,72.45,437
32.03,72.48,433
32.02,72.52,428
32.02,72.57,418
32.01,72.61,423
31.99,72.62,422
31.98,72.62,438
31.98,72.6,428
31.97,72.62,420
31.97,72.65,424
31.96,72.65,431
31.96,72.73,439
31.95,72.79,436
31.95,72.84,428
31.95,72.9,433
31.94,72.95,426
31.95,72.99,426
31.94,73.07,419
31.93,73.15,424
31.93,73.19,418
31.93,73.28,426
31.92,73.34,423
31.92,73.42,433
31.92,73.47,417
31.92,73.53,432
31.92,73.58,435
31.92,73.61,444
31.91,73.66,439
31.9,73.68,450
31.89,73.72,456
31.9,73.75,439
31.9,73.76,437
31.89,73.79,440
31.89,73.81,442
31.89,73.85,450
31.88,73.9,443
31.88,73.94,435
31.88,73.97,430
31.87,74.01,443
31.87,74.06,435
31.87,74.11,444
31.86,74.16,434
31.86,74.18,437
31.86,74.2,452
31.86,74.22,441
31.86,74.25,439
31.86,74.28,434
31.85,74.34,432
31.85,74.39,443
31.85,74.43,452
31.84,74.47,443
31.84,74.5,456
31.84,74.54,446
31.84,74.58,443
31.83,74.62,451
31.83,74.63,443
31.83,74.63,455
31.83,74.64,455
31.83,74.63,444
31.83,74.64,455
31.83,74.62,453
31.82,74.62,442
31.82,74.62,461
31.82,74.61,452
31.81,74.62,457
31.81,74.63,458
31.81,74.61,463
31.81,74.62,458
31.81,74.62,449
31.8,74.63,446
31.8,74.65,457
31.8,74.67,462
31.79,74.71,451
31.79,74.75,456
31.79,74.78,441
31.78,74.83,445
31.78,74.86,456
31.77,74.91,452
31.77,74.95,446
31.77,74.98,453
31.76,75.02,445
31.75,75.04,442
31.75,75.05,454
31.75,75.07,459
31.74,75.09,454
31.74,75.09,459
31.74,75.1,454
31.74,75.11,460
31.74,75.13,443
31.74,75.14,456
31.74,75.13,459
31.74,75.13,447
31.74,75.14,454
31.74,75.14,445
31.74,75.17,458
31.73,75.19,464
31.73,75.22,467
31.73,75.24,459
31.73,75.26,455
31.72,75.29,460
31.73,75.29,459
31.73,75.33,472
31.72,75.37,455
31.72,75.41,444
31.72,75.41,437
31.71,75.44,462
31.71,75.43,459
31.71,75.42,455
31.71,75.44,454
31.7,75.45,461
31.7,75.45,467
31.7,75.45,454
31.69,75.44,453
31.69,75.43,448
31.69,75.42,471
31.68,75.42,472
31.68,75.4,469
31.68,75.4,448
31.68,75.38,455
31.68,75.37,463
31.68,75.35,465
31.68,75.34,460
31.69,75.28,469
31.7,75.25,459
31.7,75.22,450
31.72,75.18,440
31.73,75.14,478
31.74,75.11,456
31.75,75.07,449
31.75,75.05,446
31.75,75.02,457
31.76,74.98,467
31.77,74.93,446
31.8,74.83,458
31.83,74.73,458
31.85,74.64,456
31.89,74.53,455
31.91,74.45,453
31.94,74.34,462
31.96,74.23,470
31.98,74.16,470
31.98,74.13,456
31.99,74.08,458
32.0,74.02,456
32.02,73.95,465
32.04,73.88,466
32.06,73.82,455
32.07,73.77,470
32.09,73.72,475
32.1,73.6,455
32.12,73.45,468
32.14,73.33,456
32.17,73.15,456
32.2,72.96,457
32.23,72.84,438
32.26,72.72,442
32.3,72.59,446
32.34,72.47,452
32.35,72.39,462
32.37,72.31,458
32.38,72.24,440
32.38,72.23,444
32.38,72.2,450
32.37,72.24,460
32.38,72.26,454
32.39,72.23,438
32.4,72.21,442
32.41,72.16,445
32.42,72.12,438
32.44,72.09,447
32.45,72.07,448
32.45,72.06,429
32.46,72.05,444
32.49,71.99,449
32.52,71.88,449
32.56,71.76,442
32.6,71.65,456
32.64,71.57,430
32.65,71.54,428
32.65,71.53,441
32.65,71.53,444
32.64,71.6,455
32.66,71.58,447
32.69,71.55,437
32.72,71.46,442
32.76,71.38,453
32.78,71.32,436
32.79,71.3,452
32.8,71.28,445
32.8,71.3,450
32.81,71.31,452
32.8,71.3,449
32.79,71.37,440
32.78,71.38,439
32.78,71.35,427
32.79,71.4,440
32.81,71.32,428
32.84,71.22,445
32.87,71.15,435
32.9,71.03,451
32.95,70.83,441
32.96,70.84,434
32.97,70.91,434
32.99,70.79,440
33.02,70.69,436
33.04,70.71,428
33.02,70.74,444
33.03,70.69,429
33.05,70.64,442
33.06,70.61,432
33.05,70.59,446
33.03,70.64,433
33.02,70.67,438
33.01,70.76,447
33.0,70.78,428
32.98,70.86,429
32.98,70.87,422
32.99,70.86,439
33.0,70.83,443
33.03,70.8,439
33.05,70.77,437
33.08,70.78,442
33.08,70.78,436
33.08,70.66,434
33.07,70.71,441
33.08,70.62,432
33.11,70.38,433
33.14,70.27,423
33.15,70.27,438
33.16,70.42,436
33.16,70.4,440
33.16,70.3,440
33.15,70.39,433
33.12,70.45,442
33.09,70.52,422
33.1,70.58,432
33.12,70.55,429
33.14,70.52,433
33.16,70.51,440
33.19,70.39,446
33.22,70.24,439
33.25,70.21,431
33.29,70.09,442
33.33,70.03,446
33.36,69.99,438
33.36,69.94,431
33.37,69.93,438
33.33,69.98,432
33.3,70.08,438
33.26,70.25,420
33.21,70.39,436
33.17,70.4,435
33.14,70.6,430
33.09,70.77,432
33.04,70.91,440
33.0,71.06,441
32.98,71.03,420
32.95,71.12,441
32.96,71.04,441
32.98,71.09,438
32.98,71.05,424
32.98,70.99,433
32.97,71.15,427
32.94,71.22,440
32.93,71.24,432
32.91,71.16,427
32.9,71.25,457
32.9,71.31,429
32.89,71.38,436
32.88,71.37,446
32.87,71.48,438
32.84,71.5,420
32.82,71.52,428
32.8,71.59,424
32.79,71.7,427
32.77,71.74,433
32.74,71.8,435
32.72,71.87,430
32.71,71.98,452
32.69,72.05,433
32.67,72.09,442
32.65,72.21,438
32.63,72.32,439
32.62,72.37,432
32.6,72.4,433
32.59,72.44,435
32.59,72.46,441
32.58,72.52,444
32.57,72.57,426
32.56,72.62,434
32.55,72.6,427
32.55,72.64,443
32.54,72.67,443
32.53,72.68,446
32.53,72.69,432
32.52,72.7,434
32.52,72.71,436
32.52,72.74,433
32.51,72.75,440
32.5,72.75,458
32.5,72.75,447
32.5,72.79,445
32.49,72.81,458
32.48,72.83,456
32.48,72.83,433
32.48,72.86,453
32.47,72.87,432
32.47,72.92,449
32.46,72.93,443
32.47,72.95,431
32.46,72.97,444
32.46,72.99,456
32.46,72.99,444
32.45,73.02,448
32.45,73.05,460
32.45,73.08,464
32.44,73.12,435
32.43,73.17,453
32.43,73.2,428
32.42,73.24,441
32.42,73.24,435
32.42,73.22,441
32.42,73.24,434
32.41,73.25,442
32.41,73.26,432
32.4,73.27,434
32.4,73.29,439
32.39,73.31,446
32.38,73.35,450
32.38,73.41,441
32.37,73.45,435
32.37,73.48,454
32.37,73.52,448
32.37,73.57,448
32.36,73.65,454
32.36,73.69,443
32.35,73.71,439
32.35,73.73,446
32.35,73.76,450
32.35,73.8,442
32.34,73.85,452
32.34,73.86,444
32.33,73.88,441
32.33,73.91,449
32.32,73.94,455
32.32,73.95,446
32.32,73.97,433
32.31,74.0,458
32.31,74.02,454
32.3,74.04,446
32.3,74.06,449
32.31,74.06,441
32.3,74.08,439
32.29,74.09,444
32.29,74.11,449
32.28,74.13,447
32.28,74.13,442
32.28,74.13,449
32.28,74.13,445
32.28,74.13,447
32.27,74.12,444
32.27,74.12,458
32.26,74.11,446
32.26,74.12,450
32.26,74.11,449
32.25,74.11,452
32.25,74.12,451
32.24,74.13,448
32.24,74.14,438
32.23,74.15,452
32.24,74.15,442
32.24,74.15,445
32.23,74.17,449
32.22,74.18,450
32.22,74.2,446
32.22,74.21,464
32.22,74.23,452
32.22,74.24,462
32.21,74.27,447
32.21,74.28,452
32.21,74.3,447
32.21,74.32,450
32.2,74.33,456
32.2,74.35,441
32.2,74.38,450
32.19,74.39,457
32.19,74.41,456
32.19,74.41,458
32.18,74.43,461
32.18,74.44,433
32.17,74.45,454
32.17,74.47,440
32.16,74.49,456
32.16,74.52,450
32.15,74.53,440
32.15,74.56,452
32.15,74.6,455
32.14,74.62,441
32.15,74.63,457
32.14,74.63,450
32.14,74.64,452
32.14,74.66,458
32.13,74.68,460
32.13,74.68,439
32.13,74.7,452
32.13,74.7,447
32.13,74.7,448
32.12,74.72,443
32.12,74.72,451
32.12,74.72,443
32.13,74.72,454
32.13,74.72,448
32.13,74.71,457
32.13,74.7,448
32.14,74.68,441
32.15,74.66,454
32.16,74.61,460
32.17,74.57,452
32.18,74.55,449
32.19,74.52,460
32.21,74.48,456
32.21,74.47,461
32.23,74.46,465
32.23,74.45,452
32.24,74.46,459
32.24,74.46,462
32.25,74.46,451
32.24,74.48,457
32.25,74.48,468
32.26,74.47,464
32.27,74.48,448
32.27,74.48,458
32.27,74.48,459
32.27,74.49,462
32.27,74.52,457
32.26,74.54,440
32.26,74.57,466
32.26,74.58,462
32.26,74.59,470
32.25,74.62,444
32.25,74.65,461
32.25,74.68,461
32.26,74.69,464
32.26,74.72,469
32.26,74.77,460
32.25,74.8,463
32.26,74.82,461
32.26,74.84,473
32.26,74.86,460
32.27,74.86,466
32.29,74.84,466
32.31,74.8,454
32.34,74.73,472
32.36,74.67,472
32.38,74.63,474
32.39,74.58,464
32.42,74.51,453
32.43,74.46,454
32.45,74.43,464
32.45,74.4,449
32.46,74.37,451
32.46,74.37,460
32.45,74.38,452
32.46,74.35,468
32.45,74.35,462
32.44,74.35,446
32.44,74.35,461
32.45,74.3,463
32.46,74.22,446
32.48,74.13,447
32.49,74.06,453
32.51,74.0,445
32.54,73.93,444
32.55,73.83,463
32.56,73.74,461
32.55,73.74,449
32.56,73.66,462
32.57,73.67,446
32.57,73.58,453
32.57,73.54,444
32.57,73.52,451
32.57,73.51,459
32.58,73.55,448
32.59,73.49,463
32.6,73.42,453
32.61,73.39,456
32.63,73.28,453
32.64,73.18,461
32.64,73.18,438
32.64,73.0,452
32.29,70.62,458
31.54,66.98,432
30.91,63.85,428
30.41,61.34,429
30.02,59.49,421
29.8,59.93,449
29.64,59.4,496
29.56,58.86,584
29.55,58.75,668
29.54,58.92,753
29.48,58.61,856
28.84,58.0,857
28.1,58.3,917
27.69,57.94,958
27.42,57.71,1036
27.28,57.25,1091
27.1,56.51,1137
26.89,56.66,1168
26.72,55.98,1184
26.59,58.0,1212
26.46,57.88,1125
26.21,55.97,1032
25.94,54.61,980
25.71,54.29,930
25.47,54.87,914
25.28,56.66,871
25.2,54.9,860
25.12,55.1,837
25.05,55.16,824
24.96,55.55,814
24.91,55.62,828
24.93,54.89,848
24.92,56.04,840
25.0,55.28,841
24.94,54.24,842
24.81,54.18,867
24.77,53.98,854
24.72,53.53,858
24.66,53.72,859
24.63,53.4,866
24.59,53.26,876
24.52,53.04,869
24.51,57.79,853
24.69,62.64,777
25.07,66.31,688
25.36,64.12,662
25.28,60.49,647
25.14,58.4,667
24.99,57.09,671
24.77,58.79,705
24.68,57.84,718
24.56,57.39,756
24.56,56.22,802
24.58,55.68,827
24.61,55.47,856
24.57,54.3,876
24.49,54.09,899
24.43,53.69,922
24.36,54.36,922
24.36,55.2,943
24.32,55.06,959
24.27,55.44,968
24.35,56.51,973
24.53,67.39,855
25.08,70.63,701
25.63,72.14,612
25.85,71.31,555
26.39,70.57,530
27.3,69.39,532
28.01,67.47,522
28.52,66.94,493
28.89,66.15,491
29.17,65.85,490
29.36,66.04,488
29.52,66.05,480
29.67,65.71,494
29.79,65.56,481
29.88,65.42,477
29.97,65.44,475
30.06,65.7,488
30.11,65.88,487
30.17,65.86,477
30.23,65.87,472
30.29,65.99,474
30.34,66.08,485
30.4,65.86,462
30.46,66.16,473
30.48,66.53,467
30.5,66.69,452
30.54,66.5,470
30.56,66.77,473
30.6,66.61,471
30.63,66.64,472
30.67,66.7,462
30.69,67.05,463
30.71,67.01,467
30.73,67.14,465
30.75,67.41,464
30.76,67.74,460
30.77,67.99,463
30.8,68.16,471
30.81,68.41,473
30.83,68.46,456
