temperature,humidity,co2
23.01,60.45,433
23.01,60.47,427
23.01,60.47,422
23.01,60.49,419
23.01,60.51,437
23.0,60.52,435
23.0,60.55,429
23.0,60.56,451
23.01,60.56,439
23.0,60.58,439
22.99,60.6,450
22.99,60.62,440
23.0,60.61,449
22.99,60.65,442
22.98,60.68,433
22.98,60.68,434
22.98,60.69,446
22.98,60.7,431
22.98,60.73,442
22.98,60.73,440
22.98,60.76,442
22.97,60.79,444
22.97,60.79,448
22.96,60.78,452
22.96,60.76,466
22.95,60.76,463
22.95,60.75,447
22.95,60.72,455
22.94,60.72,446
22.93,60.72,455
22.93,60.69,467
22.92,60.68,462
22.92,60.68,456
22.91,60.66,459
22.91,60.66,440
22.9,60.66,458
22.9,60.65,456
22.9,60.65,463
22.9,60.66,472
22.89,60.66,465
22.89,60.66,454
22.89,60.66,457
22.88,60.67,447
22.88,60.68,451
22.87,60.68,450
22.88,60.68,469
22.87,60.69,454
22.87,60.69,465
22.86,60.72,462
22.86,60.75,469
22.85,60.75,467
22.85,60.74,459
22.84,60.75,455
22.84,60.75,454
22.83,60.74,458
22.82,60.72,468
22.81,60.72,461
22.8,60.74,451
22.81,60.74,460
22.8,60.75,464
22.8,60.79,455
22.78,60.79,462
22.79,60.8,458
22.78,60.82,460
22.78,60.83,455
22.78,60.85,456
22.77,60.87,460
22.77,60.89,460
22.77,60.91,468
22.77,60.91,468
22.76,60.95,460
22.76,60.95,465
22.75,60.95,454
22.75,60.96,463
22.75,60.97,476
22.74,60.98,464
22.73,61.02,466
22.72,61.05,462
22.71,61.07,463
22.71,61.08,473
22.71,61.1,486
22.7,61.13,465
22.69,61.15,469
22.68,61.21,468
22.68,61.22,465
22.68,61.24,470
22.67,61.25,460
22.66,61.26,469
22.65,61.24,469
22.64,61.22,468
22.63,61.18,458
22.62,61.14,470
22.62,61.08,470
22.62,61.0,468
22.62,60.95,478
22.62,60.9,473
22.61,60.92,472
22.6,60.83,466
22.6,60.8,461
22.59,60.78,453
22.59,60.74,464
22.58,60.73,461
22.57,60.69,468
22.57,60.67,461
22.57,60.65,451
22.56,60.57,464
22.56,60.54,456
22.56,60.56,448
22.56,60.55,452
22.56,60.47,458
22.56,60.39,461
22.56,60.28,455
22.56,60.26,455
22.55,60.2,457
22.55,60.14,454
22.55,60.09,458
22.55,60.1,446
22.54,60.04,442
22.54,60.06,441
22.53,60.14,458
22.53,60.15,444
22.53,60.12,445
22.53,60.13,447
22.52,60.17,447
22.52,60.23,455
22.52,60.23,457
22.52,60.2,456
22.53,60.18,458
22.52,60.17,444
22.52,60.19,458
22.52,60.23,456
22.52,60.31,464
22.52,60.34,466
22.52,60.38,471
22.52,60.41,467
22.53,60.47,462
22.54,60.45,460
22.53,60.52,463
22.54,60.54,469
22.55,60.56,472
22.55,60.56,474
22.56,60.6,456
22.57,60.64,459
22.57,60.69,466
22.58,60.73,473
22.58,60.77,460
22.58,60.79,464
22.58,60.82,472
22.59,60.83,473
23.25,58.09,426
23.3,57.99,421
23.31,58.02,421
23.32,58.08,418
23.32,58.13,425
23.32,58.11,427
23.34,58.06,423
23.35,58.11,426
23.34,58.17,418
23.36,58.12,416
23.36,58.11,432
23.37,58.2,419
23.38,58.23,421
23.38,58.36,421
23.38,58.45,412
23.38,58.56,415
23.38,58.58,421
23.38,58.66,432
23.38,58.76,420
23.38,58.81,418
23.39,58.79,424
23.38,58.84,412
23.37,58.87,423
23.37,58.93,412
23.38,58.9,419
23.37,58.95,421
23.37,58.94,423
23.36,58.98,429
23.35,58.99,419
23.34,59.04,423
23.32,59.06,417
23.3,59.13,413
23.3,59.16,413
23.29,59.21,418
23.28,59.25,413
23.29,59.17,413
23.3,58.99,427
23.29,58.95,418
23.27,59.14,419
23.25,59.2,419
23.25,59.14,419
23.25,59.15,417
23.25,59.15,422
23.23,59.18,420
23.22,59.22,425
23.22,59.18,419
23.22,59.14,421
23.22,59.16,421
23.22,59.14,417
23.2,59.21,424
23.18,59.31,436
23.17,59.36,426
23.17,59.38,414
23.18,59.43,421
23.19,59.48,424
23.19,59.59,417
23.19,59.7,428
23.19,59.8,422
23.19,59.86,447
23.18,59.92,428
23.17,60.02,433
23.16,60.04,421
23.16,60.11,441
23.15,60.16,449
23.15,60.25,438
23.14,60.27,444
23.14,60.32,441
23.14,60.39,428
23.13,60.45,436
23.13,60.49,446
23.13,60.56,440
23.14,60.62,447
23.13,60.7,458
23.13,60.72,436
23.12,60.81,442
23.13,60.86,442
23.13,60.93,447
23.13,60.98,454
23.12,61.05,473
23.12,61.08,461
23.12,61.11,454
23.12,61.17,467
23.12,61.19,460
23.11,61.3,461
23.11,61.56,460
23.1,61.8,462
23.09,62.14,455
23.09,62.49,471
23.09,62.74,467
23.09,63.15,469
23.08,63.53,469
23.06,63.87,464
23.06,64.14,459
23.04,64.38,476
23.04,64.71,470
23.03,64.95,477
23.02,65.1,465
23.01,65.45,480
23.0,65.67,483
22.98,65.91,461
22.97,66.08,473
22.96,66.28,470
22.94,66.46,480
22.92,66.6,475
22.91,66.71,479
22.91,66.82,471
22.9,66.9,479
22.89,66.93,467
22.89,66.95,471
22.88,66.92,469
22.88,66.92,472
22.86,66.94,471
22.84,66.87,477
22.83,66.78,486
22.83,66.73,465
22.83,66.72,477
22.82,66.73,481
22.82,66.77,472
22.8,66.82,485
22.79,66.85,468
22.77,66.88,469
22.76,66.9,484
22.75,66.87,478
22.73,66.86,467
22.72,66.83,473
22.71,66.81,469
22.7,66.79,472
22.69,66.73,477
22.68,66.74,457
22.67,66.7,478
22.67,66.66,480
22.66,66.6,474
22.65,66.5,465
22.63,66.3,480
22.61,66.23,473
22.6,66.14,466
22.57,66.07,474
22.58,65.97,458
22.57,65.86,463
22.56,65.75,474
22.56,65.65,482
22.55,65.58,458
22.52,65.58,456
22.49,65.53,457
22.48,65.53,474
22.49,65.43,462
22.48,65.39,456
22.48,65.34,472
22.46,65.33,450
22.43,65.35,458
22.42,65.36,458
22.4,65.34,454
22.39,65.28,462
22.39,65.25,464
22.39,65.18,452
22.4,65.17,458
22.4,65.1,448
22.39,65.13,455
22.39,65.11,449
22.39,65.1,452
22.38,65.08,442
22.36,65.12,461
22.36,65.17,457
22.34,65.19,474
22.34,65.14,469
22.33,65.15,462
22.32,65.18,466
22.32,65.19,439
22.32,65.17,440
22.32,65.15,454
22.32,65.14,460
22.33,65.08,463
22.33,65.08,468
22.33,65.06,468
22.34,65.04,463
22.33,65.02,453
22.33,65.03,460
22.32,64.95,451
22.32,64.93,454
22.31,64.98,460
22.31,65.0,467
22.29,65.05,468
22.28,65.06,456
22.26,65.09,460
22.25,65.13,456
22.24,65.16,446
22.23,65.2,461
22.22,65.2,460
22.21,65.19,485
22.2,65.21,462
22.19,65.25,463
22.18,65.3,468
22.17,65.34,463
22.16,65.36,444
22.15,65.37,480
22.14,65.37,468
22.12,65.4,476
22.11,65.4,470
22.1,65.41,473
22.09,65.42,468
22.07,65.42,470
22.07,65.38,458
22.07,65.37,457
22.06,65.34,462
22.06,65.33,479
22.05,65.34,469
22.03,65.36,477
22.02,65.38,471
22.01,65.43,469
22.0,65.44,471
22.0,65.46,470
22.0,65.42,479
22.0,65.4,475
22.01,65.38,474
22.01,65.35,486
22.0,65.34,476
21.99,65.34,488
21.98,65.33,480
21.98,65.29,472
21.99,65.26,476
21.99,65.22,480
22.0,65.19,477
22.0,65.24,478
22.0,65.22,483
21.99,65.23,478
21.98,65.21,478
21.98,65.18,478
21.98,65.17,468
21.99,65.16,478
21.99,65.14,474
22.0,65.12,489
21.99,65.1,474
21.99,65.04,484
21.97,65.03,474
21.98,64.99,470
21.99,64.92,467
22.01,64.89,473
22.03,64.81,482
22.05,64.75,480
22.05,64.71,484
22.05,64.71,473
22.04,64.71,477
22.03,64.75,468
22.02,64.78,470
22.01,64.81,476
22.01,64.84,482
22.02,64.83,477
22.02,64.85,475
22.02,64.87,476
22.01,64.95,466
22.02,64.99,477
22.02,64.98,475
22.03,64.93,486
22.05,64.95,470
22.04,64.97,468
22.05,64.98,467
22.06,64.96,474
22.07,64.82,469
22.09,64.73,463
22.11,64.61,469
22.12,64.45,461
22.14,64.34,471
22.15,64.18,454
22.17,63.9,465
22.18,63.66,453
22.19,63.54,453
22.2,63.22,455
22.2,63.08,456
22.2,62.98,449
22.21,62.87,461
22.22,62.7,458
22.23,62.57,454
22.23,62.37,456
22.25,62.27,450
22.27,62.17,456
22.28,61.99,444
22.29,61.65,437
22.29,61.59,436
22.3,61.43,452
22.31,61.27,450
22.32,61.26,434
22.33,61.06,441
22.34,61.04,437
22.35,60.92,427
22.37,60.74,443
22.38,60.48,444
22.4,60.4,450
22.4,60.38,455
22.4,60.16,444
22.4,60.19,436
22.4,60.28,441
22.41,60.19,437
22.41,60.18,430
22.42,60.15,444
22.43,60.17,428
22.43,60.18,433
22.43,60.16,423
22.44,60.2,444
22.45,60.24,448
22.45,60.27,441
22.45,60.33,440
22.46,60.43,433
22.45,60.59,446
22.46,60.66,436
22.45,60.74,429
22.45,60.9,428
22.46,61.02,447
22.45,61.08,437
22.46,61.38,440
22.46,61.69,444
22.46,61.86,449
22.45,62.15,454
22.44,62.24,444
22.43,62.54,435
22.42,62.74,448
22.41,62.81,448
22.41,62.8,446
22.39,63.03,449
22.36,63.17,442
22.36,63.33,448
22.36,63.41,439
22.35,63.52,439
22.36,63.63,452
22.36,63.71,438
22.36,63.91,440
22.35,64.06,442
22.34,64.19,467
22.34,64.35,453
22.32,64.62,460
22.32,64.73,457
22.32,64.79,459
22.31,64.94,452
22.3,65.08,452
22.29,65.25,458
22.28,65.34,465
22.28,65.43,448
22.28,65.59,454
22.26,65.78,448
22.25,65.86,460
22.24,66.06,441
22.23,66.11,448
22.21,66.22,463
22.2,66.22,458
22.19,66.31,462
22.2,66.22,465
22.19,66.35,465
22.17,66.49,471
22.17,66.46,464
22.16,66.52,468
22.15,66.52,468
22.15,66.6,467
22.14,66.62,443
22.13,66.65,466
22.12,66.72,457
22.12,66.69,466
22.11,66.7,469
22.11,66.72,467
22.11,66.78,464
22.09,66.78,466
22.08,66.78,457
22.08,66.89,473
22.07,66.88,469
22.06,66.99,473
22.05,67.08,480
22.05,67.01,471
22.04,67.02,473
22.03,67.11,474
22.02,67.17,465
22.01,67.24,466
22.02,67.12,467
22.01,67.23,479
22.01,67.17,474
22.0,67.15,466
22.0,67.18,472
21.99,67.19,480
21.99,67.23,490
21.98,67.33,483
21.98,67.31,480
21.97,67.34,472
21.96,67.34,485
21.96,67.39,477
21.96,67.48,466
21.95,67.56,476
21.94,67.63,482
21.93,67.66,494
21.92,67.79,486
21.9,67.81,493
21.89,67.77,479
21.88,67.74,498
21.87,67.76,490
21.86,67.74,488
21.86,67.79,483
21.86,67.67,479
21.86,67.64,483
21.86,67.57,487
21.85,67.65,476
21.85,67.6,475
21.84,67.6,471
21.83,67.62,478
21.83,67.57,481
21.82,67.58,481
21.82,67.55,481
21.81,67.6,487
21.8,67.64,477
21.78,67.66,472
21.77,67.67,475
21.77,67.6,470
21.77,67.57,472
21.77,67.58,480
21.76,67.55,474
21.75,67.63,484
21.74,67.65,478
21.73,67.67,474
21.72,67.7,475
21.7,67.74,472
21.69,67.75,471
21.68,67.78,476
21.67,67.83,467
21.67,67.78,472
21.65,67.87,473
21.63,67.88,477
21.63,67.85,472
21.62,67.82,476
21.63,67.79,465
21.62,67.79,474
21.61,67.79,473
21.6,67.81,478
21.59,67.8,476
21.58,67.86,489
21.57,67.87,494
21.56,67.83,474
21.56,67.8,473
21.55,67.79,465
21.54,67.82,470
21.53,67.81,474
21.53,67.78,482
21.52,67.78,470
21.53,67.78,470
21.52,67.8,480
21.5,67.84,478
21.49,67.93,482
21.47,67.97,450
21.46,67.99,481
21.45,67.99,471
21.44,68.03,466
21.43,68.06,474
21.42,68.1,477
21.4,68.14,474
21.4,68.07,486
21.4,68.06,474
21.39,68.03,473
21.39,68.12,475
21.36,68.16,483
21.36,68.13,478
21.35,68.12,474
21.36,68.09,466
21.35,68.05,470
21.34,68.05,468
21.33,68.08,475
21.33,68.04,464
21.32,68.06,470
21.31,68.04,467
21.3,68.03,476
21.3,67.95,475
21.31,67.91,471
21.31,67.84,470
21.31,67.82,462
21.3,67.79,467
21.3,67.76,475
21.29,67.72,480
21.29,67.73,458
21.29,67.68,452
21.28,67.67,470
21.27,67.61,475
21.25,67.6,449
21.25,67.59,462
21.23,67.58,463
21.23,67.53,473
21.21,67.48,466
21.21,67.48,458
21.21,67.45,462
21.19,67.42,462
21.19,67.41,472
21.18,67.35,466
21.18,67.37,473
21.17,67.34,460
21.16,67.31,477
21.15,67.28,475
21.14,67.27,463
21.13,67.25,477
21.12,67.24,466
21.11,67.27,473
21.11,67.23,470
21.1,67.19,480
21.09,67.2,466
21.08,67.16,480
21.08,67.17,473
21.08,67.12,476
21.07,67.11,460
21.07,67.09,463
21.08,67.07,471
21.07,67.04,479
21.07,67.03,480
21.07,67.02,476
21.07,66.98,498
21.08,66.95,477
21.09,66.91,474
21.09,66.88,491
21.09,66.89,467
21.09,66.86,466
21.1,66.86,494
21.08,66.88,485
21.09,66.88,492
21.11,66.82,479
21.11,66.84,479
21.13,66.8,475
21.15,66.75,484
21.17,66.67,482
21.19,66.65,471
21.19,66.65,478
21.21,66.65,474
21.22,66.63,481
21.24,66.55,478
21.25,66.6,484
21.28,66.5,476
21.29,66.48,459
21.31,66.49,467
21.31,66.5,463
21.32,66.51,468
21.34,66.49,477
21.35,66.49,462
21.36,66.45,455
21.38,66.45,470
21.39,66.45,478
21.41,66.43,479
21.43,66.41,471
21.44,66.37,474
21.47,66.3,460
21.5,66.27,456
21.52,66.26,468
21.54,66.25,467
21.55,66.25,470
21.56,66.27,473
21.56,66.32,470
21.55,66.38,475
21.56,66.39,473
21.57,66.38,472
21.56,66.42,464
21.56,66.43,462
21.56,66.48,460
21.55,66.53,475
21.54,66.58,473
21.56,66.58,462
21.56,66.58,470
21.54,66.69,468
21.54,66.72,481
21.56,66.73,457
21.58,66.7,461
21.58,66.75,472
21.58,66.8,462
21.58,66.83,462
21.57,66.84,467
21.57,66.89,472
21.55,66.94,473
21.53,67.06,474
21.53,67.11,462
21.53,67.12,468
21.52,67.2,470
21.53,67.24,463
21.52,67.29,466
21.52,67.33,469
21.52,67.34,467
21.52,67.38,471
21.52,67.39,467
21.52,67.44,465
21.51,67.5,474
21.5,67.53,465
21.49,67.55,460
21.48,67.61,465
21.47,67.64,468
21.47,67.69,466
21.48,67.7,467
21.47,67.71,466
21.47,67.72,465
21.46,67.72,465
21.47,67.78,460
21.47,67.78,468
21.46,67.86,457
21.46,67.88,454
21.46,67.89,467
21.44,67.92,461
21.42,68.05,468
21.42,68.08,474
21.41,68.12,470
21.41,68.12,477
21.4,68.1,471
21.4,68.22,464
21.4,68.26,469
21.39,68.25,468
21.38,68.28,479
21.37,68.26,463
21.38,68.28,456
21.38,68.25,465
21.36,68.33,470
21.37,68.38,468
21.36,68.38,470
21.35,68.43,472
21.35,68.45,463
21.35,68.43,459
21.35,68.47,473
21.34,68.54,472
21.32,68.61,465
21.31,68.66,461
21.3,68.73,468
21.29,68.74,459
21.29,68.78,465
21.27,68.88,475
21.26,68.95,471
21.25,69.01,468
21.24,69.07,471
21.23,69.04,476
21.23,69.05,471
21.21,69.09,472
21.21,69.09,463
21.21,69.07,477
21.2,69.1,458
21.2,69.05,485
21.2,69.03,481
21.19,69.01,484
21.18,69.02,483
21.18,69.0,484
21.17,68.97,475
21.16,68.97,479
21.15,69.05,481
21.14,69.04,474
21.14,69.06,466
21.14,69.05,464
21.14,69.01,466
21.13,69.01,479
21.13,69.05,473
21.12,69.09,474
21.12,69.07,474
21.11,69.14,461
21.1,69.12,464
21.1,69.11,466
21.09,69.1,466
21.09,69.1,463
21.09,69.13,474
21.09,69.13,470
21.09,69.13,464
21.08,69.14,468
21.08,69.08,473
21.07,69.07,474
21.06,69.09,456
21.06,69.09,472
21.05,69.09,466
21.04,69.09,463
21.04,69.07,466
21.04,69.05,475
21.03,69.07,466
21.03,69.08,478
21.02,69.08,462
21.02,69.07,476
21.01,69.08,468
21.01,69.06,468
21.0,69.04,478
21.0,69.01,457
20.99,68.99,460
20.98,68.96,449
20.98,68.94,475
20.97,68.92,465
20.96,68.9,474
20.95,68.9,459
20.95,68.89,463
20.94,68.85,466
20.93,68.85,461
20.92,68.84,459
20.92,68.83,459
20.92,68.81,468
20.9,68.8,470
20.89,68.8,477
20.89,68.8,460
20.88,68.77,472
20.87,68.75,475
20.86,68.72,468
20.86,68.67,461
20.86,68.64,470
20.85,68.62,466
20.84,68.6,465
20.84,68.57,457
20.82,68.57,471
20.82,68.56,481
20.8,68.56,464
20.78,68.58,453
20.76,68.56,454
20.73,68.52,455
20.71,68.47,461
20.7,68.37,473
20.7,68.31,460
20.69,68.25,456
20.68,68.19,469
20.67,68.11,470
20.66,68.03,460
20.65,67.96,451
20.63,67.87,463
20.61,67.8,438
20.59,67.74,451
20.59,67.66,451
20.58,67.58,453
20.56,67.53,458
20.55,67.54,451
20.55,67.5,450
20.55,67.41,466
20.53,67.36,440
20.51,67.32,444
20.5,67.3,458
20.49,67.2,447
20.47,67.21,462
20.46,67.13,444
20.44,67.06,444
20.44,67.07,454
20.44,67.03,452
20.43,67.0,445
20.41,66.97,444
20.4,67.03,454
20.4,67.0,444
20.39,67.01,446
20.39,66.98,449
20.37,67.0,458
20.37,66.95,452
20.38,66.94,441
20.39,66.84,450
20.38,66.83,446
20.39,66.77,451
20.38,66.74,452
20.36,66.74,439
20.35,66.72,453
20.34,66.68,441
20.32,66.66,467
20.31,66.63,449
20.31,66.57,445
20.3,66.54,460
20.29,66.5,459
20.29,66.42,460
20.28,66.36,447
20.27,66.35,443
20.28,66.26,440
20.28,66.18,442
20.27,66.13,451
20.27,66.02,448
20.27,66.01,437
20.27,65.91,455
20.27,65.84,457
20.25,65.83,450
20.24,65.78,451
20.24,65.71,439
20.23,65.68,449
20.23,65.54,445
20.23,65.55,446
20.22,65.52,451
20.22,65.46,446
20.22,65.45,436
20.21,65.39,428
20.2,65.43,432
20.19,65.42,422
20.2,65.35,440
20.18,65.38,453
20.17,65.41,436
20.19,65.36,451
20.2,65.3,444
20.2,65.28,447
20.2,65.36,451
20.2,65.28,446
20.18,65.38,447
20.18,65.38,443
20.18,65.39,459
20.17,65.41,450
20.16,65.44,455
20.15,65.46,440
20.15,65.47,433
20.16,65.42,453
20.16,65.45,439
20.15,65.47,450
20.14,65.51,445
20.14,65.52,441
20.14,65.51,454
20.14,65.56,441
20.15,65.6,449
20.2,65.93,498
20.29,66.45,596
20.43,67.35,756
20.57,67.54,840
20.69,68.25,960
20.97,69.43,1246
21.32,69.56,1462
21.6,69.42,1570
21.85,69.54,1730
22.04,69.62,1847
22.19,69.83,1945
22.35,70.06,2062
22.5,70.25,2180
22.61,70.64,2310
22.69,71.22,2447
22.77,71.41,2515
22.84,71.78,2623
22.93,71.84,2701
23.01,72.03,2764
23.05,72.17,2869
23.07,72.29,2907
23.1,72.57,2930
23.15,72.77,2971
23.2,72.87,3020
23.21,73.25,3076
23.21,73.11,3059
23.18,73.3,3075
23.16,73.69,3085
23.13,73.75,3062
23.11,74.03,3103
23.04,73.41,3010
22.74,71.88,2564
22.41,70.56,2002
22.32,71.18,1955
22.38,71.9,2160
22.54,72.17,2323
22.68,72.26,2424
22.79,72.28,2499
22.89,72.13,2558
22.95,72.23,2595
23.01,72.43,2630
23.06,72.57,2691
23.12,72.85,2805
23.2,72.72,2817
23.22,72.71,2833
23.22,72.6,2813
23.25,72.92,2890
23.27,73.12,2920
23.28,73.06,2886
23.3,73.25,2929
23.31,73.34,2948
23.33,73.52,3013
23.32,73.46,2937
23.21,72.87,2773
22.92,71.88,2466
22.56,71.23,2035
22.29,70.42,1720
22.11,70.82,1631
22.01,71.1,1647
21.9,70.9,1535
21.75,70.19,1360
21.64,69.64,1178
21.63,69.58,1141
21.67,69.59,1136
21.8,69.61,1196
21.84,67.87,1193
21.42,69.46,1151
21.31,71.78,1274
21.51,71.91,1354
21.75,71.59,1429
21.96,71.47,1525
22.09,71.25,1592
22.21,71.38,1650
22.31,71.31,1685
22.41,71.42,1743
22.5,71.48,1815
22.55,71.44,1846
22.58,71.44,1875
22.59,71.51,1885
22.54,71.69,1878
22.54,71.6,1902
22.49,71.18,1815
22.4,71.23,1760
22.34,70.12,1634
22.18,69.28,1430
22.07,68.71,1278
22.05,68.48,1222
22.04,68.39,1196
22.1,68.9,1232
22.29,69.49,1427
22.47,69.77,1585
22.64,70.01,1736
22.76,70.25,1893
22.91,70.53,2043
22.99,70.85,2161
23.08,71.06,2264
23.15,71.38,2361
23.23,71.53,2446
23.3,71.79,2534
23.34,72.14,2590
23.39,72.52,2687
23.45,72.75,2800
23.49,73.05,2852
23.53,73.22,2898
23.55,73.54,2950
23.58,73.86,3064
23.6,74.09,3120
23.61,74.37,3179
23.61,74.47,3209
23.61,74.95,3287
23.62,75.13,3314
23.66,75.25,3378
23.63,73.25,3056
23.25,71.78,2461
22.92,72.16,2272
22.65,71.9,2037
22.45,72.05,1949
22.29,72.2,1899
22.16,72.11,1799
22.03,72.4,1786
21.9,72.5,1745
21.82,72.47,1695
21.74,72.25,1608
21.67,72.16,1558
21.6,72.11,1507
21.56,71.94,1460
21.52,71.78,1439
21.47,71.55,1351
21.43,71.49,1349
21.39,71.27,1276
21.37,71.13,1225
21.32,70.94,1194
21.27,70.79,1151
21.29,70.46,1132
21.35,70.34,1139
21.45,70.0,1146
21.59,69.59,1098
21.72,69.66,1173
21.84,69.92,1268
21.96,70.04,1355
22.05,69.97,1393
22.11,70.26,1475
22.17,70.33,1548
22.25,70.37,1589
22.28,70.51,1661
22.31,70.53,1701
22.33,70.79,1792
22.36,70.85,1801
22.37,70.94,1820
22.39,70.88,1835
22.41,70.91,1839
22.43,70.9,1843
22.43,70.93,1873
22.42,71.08,1902
22.43,71.05,1894
22.45,70.93,1893
22.42,71.14,1884
22.4,71.3,1909
22.37,71.35,1915
22.31,71.23,1875
22.22,71.24,1821
22.16,70.66,1656
21.92,70.07,1465
21.59,69.2,1173
21.34,68.95,1001
21.19,68.92,862
21.1,69.13,784
21.08,69.37,779
21.07,69.41,781
21.08,69.3,768
21.08,69.07,743
21.06,69.12,724
21.05,69.02,723
21.04,68.98,709
21.02,68.9,706
21.0,68.92,682
20.98,68.95,678
20.95,68.98,665
20.92,69.03,674
20.89,69.01,654
20.88,68.87,642
20.86,68.93,637
20.84,68.89,627
20.82,68.89,606
20.8,68.82,605
20.79,68.81,601
20.77,68.83,598
20.75,68.8,587
20.74,68.81,574
20.71,68.83,575
20.71,68.74,557
20.69,68.72,561
20.68,68.75,565
20.66,68.72,565
20.64,68.7,550
20.63,68.64,538
20.62,68.67,553
20.59,68.65,541
20.58,68.65,524
20.57,68.62,538
20.56,68.58,534
20.56,68.55,536
20.54,68.57,531
20.54,68.52,516
20.54,68.47,516
20.53,68.5,516
20.53,68.44,512
20.53,68.4,506
20.52,68.4,502
20.51,68.41,502
20.49,68.47,507
20.48,68.53,503
20.47,68.55,506
20.45,68.57,496
20.45,68.55,502
20.46,68.51,485
20.45,68.47,488
20.45,68.45,477
20.44,68.48,477
20.43,68.47,489
20.43,68.46,484
20.43,68.49,477
20.4,68.55,486
20.39,68.52,487
20.39,68.55,475
20.37,68.61,479
20.35,68.62,476
20.35,68.61,469
20.34,68.6,475
20.33,68.63,472
20.32,68.66,485
20.31,68.63,457
20.31,68.67,472
20.3,68.7,471
20.29,68.72,463
20.28,68.75,478
20.27,68.79,473
20.26,68.79,475
20.26,68.82,477
20.25,68.83,469
20.23,68.87,467
20.23,68.87,469
20.22,68.88,459
20.22,68.89,465
20.21,68.91,471
20.21,68.92,462
20.2,68.9,465
20.2,68.92,465
20.18,68.94,464
20.17,68.98,453
20.16,68.99,453
20.15,69.0,458
20.14,69.03,456
20.13,69.01,457
20.13,69.02,458
20.11,69.04,452
20.1,69.05,456
20.1,69.05,457
20.09,69.06,453
20.09,69.06,456
20.08,69.06,452
20.07,69.07,462
20.06,69.06,451
20.05,69.11,452
20.05,69.08,454
20.05,69.07,461
20.04,69.09,458
20.03,69.07,451
20.02,69.1,446
20.01,69.13,447
20.0,69.12,451
19.99,69.15,456
20.0,69.11,442
20.0,69.07,448
19.99,69.11,450
19.98,69.08,446
19.98,69.12,456
19.97,69.1,460
19.97,69.05,450
19.97,69.08,452
19.97,69.06,463
19.96,69.04,458
19.95,69.08,463
19.94,69.11,458
19.94,69.09,456
19.94,69.1,451
19.92,69.12,456
19.91,69.27,469
19.93,70.38,583
20.04,71.22,726
20.19,72.26,871
20.41,72.89,1070
20.65,73.74,1320
20.89,74.28,1523
21.07,74.74,1683
21.27,75.08,1868
21.43,75.45,2073
21.58,75.74,2310
21.74,76.12,2466
21.89,76.38,2636
22.02,76.65,2753
22.12,76.94,2921
22.18,77.09,2976
22.23,77.45,3157
22.28,77.82,3322
22.34,77.88,3348
22.39,78.0,3430
22.43,78.3,3502
22.5,78.48,3560
22.56,78.66,3658
22.58,78.81,3738
22.61,78.82,3763
22.62,78.93,3807
22.62,78.38,3668
22.43,77.84,3463
21.99,76.74,3066
21.56,73.53,1898
21.3,72.74,1430
21.19,72.88,1368
21.2,73.08,1382
21.24,73.26,1419
21.29,73.2,1425
21.34,73.08,1393
21.44,73.29,1520
21.54,73.43,1593
21.61,73.59,1685
21.74,73.5,1734
21.87,73.53,1814
21.96,73.96,1907
22.03,74.24,2017
22.11,74.23,2056
22.19,74.28,2125
22.25,74.32,2144
22.28,74.42,2262
22.31,74.6,2310
22.34,74.78,2346
22.37,74.95,2409
22.4,75.03,2481
22.44,75.12,2493
22.48,75.14,2550
22.52,75.21,2601
22.55,75.3,2651
22.6,75.0,2662
22.47,74.28,2493
22.18,73.86,2208
21.94,73.62,1927
21.76,73.9,1873
21.64,74.04,1787
21.57,74.02,1764
21.52,73.98,1708
21.47,73.73,1640
21.4,73.68,1576
21.34,73.72,1577
21.28,73.65,1507
21.24,73.7,1472
21.22,73.63,1464
21.21,73.52,1412
21.21,73.37,1376
21.2,73.21,1359
21.18,73.14,1325
21.15,73.02,1304
21.13,72.94,1273
21.13,72.93,1245
21.14,72.8,1219
21.14,72.63,1188
21.13,72.54,1149
21.11,72.33,1108
21.14,72.54,1069
21.22,72.51,1089
21.34,72.94,1168
21.45,73.3,1311
21.58,73.32,1360
21.71,73.68,1491
21.82,73.85,1581
21.96,74.22,1765
22.11,74.13,1859
22.23,74.33,1984
22.32,74.58,2160
22.4,74.92,2270
22.49,75.19,2408
22.52,75.43,2506
22.56,75.78,2621
22.6,76.13,2751
22.69,76.3,2806
22.78,76.39,2874
22.8,76.27,2913
22.81,76.6,2976
22.87,76.93,3108
22.93,76.63,3120
22.94,76.58,3079
22.94,76.55,3065
22.96,76.37,3064
22.94,76.9,3159
22.93,77.25,3337
22.94,77.07,3249
22.96,76.42,3077
22.86,75.06,2782
22.61,74.71,2625
22.35,72.94,2061
22.19,72.59,1795
22.14,72.0,1554
22.19,71.71,1449
22.32,72.2,1561
22.47,73.03,1744
22.6,73.2,1905
22.69,73.66,2043
22.77,73.97,2177
22.82,74.32,2273
22.88,74.67,2382
22.92,74.96,2498
22.98,75.3,2551
23.01,75.58,2677
23.05,75.34,2703
23.03,75.25,2666
22.98,75.13,2624
22.86,74.92,2569
22.57,74.0,2322
22.22,72.49,1833
21.93,71.55,1382
21.77,71.82,1384
21.67,72.15,1372
21.58,72.25,1364
21.5,72.4,1334
21.43,72.58,1302
21.38,72.67,1305
21.31,72.76,1267
21.24,72.82,1245
21.19,72.81,1214
21.15,72.69,1193
21.12,72.62,1158
21.08,72.5,1142
